id,country,year,primary_energy_consumption,co2_emissions,percapita_consumption,coal_consumption,gas_consumption,geothermal_consumption,hydro_consumption,nuclear_consumption,oil_consumption,renewable_consumption,wind_consumption
4593,Sweden,1975,1.91,85.4,231.8,0.08,0,0,0.61,0.12,1.09,0,0
4594,Sweden,1976,2.03,92.9,245.7,0.08,0,0,0.58,0.16,1.2,0,0
4595,Sweden,1977,2,89.2,241.9,0.06,0,0,0.57,0.2,1.16,0,0
4596,Sweden,1978,2.33,104.7,280.8,0.06,0,0,0.61,0.24,1.4,0,0
4597,Sweden,1979,2.45,114.4,295.6,0.08,0,0,0.65,0.21,1.51,0,0
4598,Sweden,1980,2.31,100.3,277.6,0.07,0,0.01,0.63,0.27,1.33,0.01,0
4599,Sweden,1981,2.29,89.6,275,0.06,0,0.01,0.64,0.38,1.2,0.01,0
4600,Sweden,1982,2.18,83.4,261.1,0.07,0,0.01,0.59,0.4,1.11,0.01,0
4601,Sweden,1983,2.16,73.6,259.1,0.09,0,0.02,0.68,0.42,0.97,0.02,0
4602,Sweden,1984,2.29,71.4,273.8,0.1,0,0.02,0.72,0.52,0.92,0.02,0
4603,Sweden,1985,2.49,79.2,296.8,0.12,0,0.02,0.76,0.6,0.99,0.02,0
4604,Sweden,1986,2.58,84.5,306.8,0.13,0.01,0.02,0.65,0.71,1.06,0.02,0
4605,Sweden,1987,2.53,73.7,299.4,0.13,0.01,0.02,0.76,0.69,0.91,0.02,0
4606,Sweden,1988,2.47,69.1,291.6,0.13,0.01,0.02,0.74,0.71,0.86,0.02,0
4607,Sweden,1989,2.41,66.4,283.9,0.12,0.02,0.03,0.76,0.67,0.82,0.03,0
4608,Sweden,1990,2.46,67.4,287.3,0.12,0.02,0.02,0.77,0.7,0.82,0.02,0
4609,Sweden,1991,2.33,59.7,271.1,0.12,0.02,0.02,0.67,0.78,0.71,0.02,0
4610,Sweden,1992,2.35,61.5,271.6,0.11,0.03,0.02,0.79,0.65,0.74,0.02,0
4611,Sweden,1993,2.32,61,267.4,0.11,0.03,0.02,0.79,0.63,0.73,0.03,0
4612,Sweden,1994,2.32,64.2,266.2,0.12,0.03,0.03,0.63,0.75,0.77,0.03,0
4613,Sweden,1995,2.35,61.5,268.2,0.12,0.03,0.03,0.72,0.71,0.74,0.03,0
4614,Sweden,1996,2.28,66.8,259.8,0.13,0.03,0.02,0.55,0.76,0.79,0.03,0
4615,Sweden,1997,2.36,61.3,268.3,0.11,0.03,0.03,0.74,0.71,0.74,0.03,0
4616,Sweden,1998,2.56,68.4,289.6,0.11,0.03,0.03,0.8,0.75,0.83,0.04,0
4617,Sweden,1999,2.48,65.3,280.6,0.11,0.03,0.03,0.76,0.75,0.8,0.03,0
4618,Sweden,2000,2.3,57.7,259.5,0.11,0.03,0.05,0.84,0.59,0.69,0.05,0
4619,Sweden,2001,2.47,59.2,277.5,0.12,0.03,0.04,0.84,0.73,0.7,0.05,0.01
4620,Sweden,2002,2.31,59.8,258.9,0.13,0.03,0.05,0.7,0.69,0.71,0.05,0.01
4621,Sweden,2003,2.21,64.2,247.1,0.12,0.03,0.05,0.56,0.68,0.77,0.06,0.01
4622,Sweden,2004,2.39,61.9,264.9,0.13,0.03,0.08,0.63,0.77,0.73,0.09,0.01
4623,Sweden,2005,2.45,60.5,270.4,0.12,0.03,0.09,0.75,0.72,0.73,0.1,0.01
4624,Sweden,2006,2.3,62.1,253,0.13,0.03,0.1,0.63,0.66,0.74,0.11,0.01
4625,Sweden,2007,2.34,58.8,255.1,0.12,0.03,0.11,0.67,0.65,0.72,0.14,0.01
4626,Sweden,2008,2.3,56.1,249.7,0.12,0.03,0.12,0.7,0.62,0.68,0.15,0.02
4627,Sweden,2009,2.11,53.3,227.1,0.08,0.04,0.13,0.66,0.5,0.66,0.17,0.03
4628,Sweden,2010,2.25,56.8,239.3,0.12,0.06,0.14,0.67,0.55,0.66,0.19,0.03
4629,Sweden,2011,2.21,51.9,233.7,0.1,0.04,0.13,0.67,0.58,0.61,0.22,0.06
4630,Sweden,2012,2.35,49,245.8,0.09,0.04,0.14,0.78,0.61,0.6,0.24,0.07
4631,Sweden,2013,2.2,47.9,228.1,0.09,0.04,0.13,0.6,0.63,0.59,0.26,0.1
4632,Sweden,2014,2.19,46,224.7,0.08,0.03,0.12,0.62,0.61,0.58,0.27,0.11
4633,Sweden,2015,2.26,46.3,230,0.08,0.03,0.12,0.73,0.52,0.57,0.33,0.16
4634,Sweden,2016,2.22,46.4,223.5,0.08,0.04,0.13,0.6,0.58,0.59,0.34,0.15
4635,Sweden,2017,2.3,45.4,228.3,0.08,0.03,0.14,0.62,0.6,0.58,0.37,0.17
4636,Sweden,2018,2.25,44.6,221.4,0.08,0.04,0.14,0.59,0.63,0.55,0.36,0.16
4637,Sweden,2019,2.34,47.1,227.8,0.08,0.04,0.15,0.62,0.6,0.59,0.41,0.19
4638,Sweden,2020,2.22,42.7,213.8,0.07,0.04,0.13,0.68,0.45,0.53,0.45,0.26
4639,Sweden,2021,2.27,39.9,216.7,0.07,0.04,0.15,0.7,0.48,0.5,0.49,0.26
4640,Sweden,2022,2.28,40.8,215.7,0.07,0.03,0.15,0.7,0.46,0.5,0.56,0.31
4641,Switzerland,1965,0.66,29.2,112.2,0.05,0,0,0.26,0,0.35,0,0
4642,Switzerland,1966,0.71,29.7,119.3,0.04,0,0,0.29,0,0.37,0,0
4643,Switzerland,1967,0.75,31.3,125.8,0.04,0,0,0.32,0,0.4,0,0
4644,Switzerland,1968,0.79,34.3,130.5,0.04,0,0,0.31,0,0.44,0,0
4645,Switzerland,1969,0.82,36.9,133.5,0.03,0,0,0.3,0.01,0.48,0,0
4646,Switzerland,1970,0.9,40.4,145.1,0.03,0,0,0.31,0.02,0.54,0,0
4647,Switzerland,1971,0.92,42.1,147.7,0.02,0,0,0.31,0.01,0.57,0,0
4648,Switzerland,1972,0.9,42.9,144.4,0.02,0,0,0.26,0.04,0.59,0,0
4649,Switzerland,1973,1,46.2,158.5,0.01,0.01,0,0.28,0.06,0.63,0,0
4650,Switzerland,1974,0.96,41.3,150.7,0.01,0.01,0,0.3,0.07,0.56,0,0
4651,Switzerland,1975,0.99,39.9,156.5,0.01,0.02,0,0.34,0.08,0.54,0,0
4652,Switzerland,1976,0.95,41.6,150.3,0.01,0.02,0,0.28,0.08,0.56,0,0
4653,Switzerland,1977,1.05,42.1,167.6,0.01,0.02,0,0.37,0.08,0.56,0,0
4654,Switzerland,1978,1.04,42.6,165,0.01,0.03,0,0.34,0.09,0.58,0,0
4655,Switzerland,1979,1.03,41,164.1,0.01,0.03,0,0.32,0.12,0.55,0,0
4656,Switzerland,1980,1.11,41.6,175,0.01,0.03,0,0.36,0.15,0.55,0,0
4657,Switzerland,1981,1.1,39.4,173.9,0.02,0.04,0.01,0.37,0.16,0.51,0.01,0
4658,Switzerland,1982,1.08,37.2,169.4,0.02,0.04,0,0.38,0.15,0.48,0,0
6022,                 European Union #,1991,,,,,,,3.17,,,,
4659,Switzerland,1983,1.13,40.8,175.4,0.02,0.04,0,0.37,0.16,0.53,0,0
4660,Switzerland,1984,1.09,40.1,169.4,0.02,0.05,0,0.32,0.19,0.51,0,0
4661,Switzerland,1985,1.17,41.3,180.2,0.02,0.05,0,0.34,0.23,0.52,0,0
4662,Switzerland,1986,1.22,44.3,188.1,0.02,0.05,0.01,0.35,0.23,0.57,0.01,0
4663,Switzerland,1987,1.22,41.9,185.9,0.02,0.05,0.01,0.37,0.23,0.54,0.01,0
4664,Switzerland,1988,1.23,41.7,185.9,0.01,0.05,0.01,0.38,0.23,0.54,0.01,0
4665,Switzerland,1989,1.15,40.4,172.3,0.01,0.06,0.01,0.32,0.23,0.52,0.01,0
4666,Switzerland,1990,1.19,43.3,177.9,0.01,0.06,0.01,0.32,0.24,0.56,0.01,0
4667,Switzerland,1991,1.23,44.2,180.4,0.01,0.07,0.01,0.34,0.23,0.57,0.01,0
4668,Switzerland,1992,1.25,44.6,181.3,0.01,0.07,0.01,0.35,0.24,0.57,0.01,0
4669,Switzerland,1993,1.24,42.2,179.3,0.01,0.08,0.01,0.38,0.24,0.54,0.01,0
4670,Switzerland,1994,1.31,43.4,186.9,0.01,0.08,0.01,0.42,0.25,0.55,0.01,0
4671,Switzerland,1995,1.24,40.9,175.9,0.01,0.08,0.01,0.37,0.25,0.51,0.01,0
4672,Switzerland,1996,1.2,42.5,169.2,0.01,0.09,0.01,0.31,0.26,0.53,0.01,0
4673,Switzerland,1997,1.28,44.2,180.5,0,0.09,0.01,0.36,0.26,0.56,0.01,0
4674,Switzerland,1998,1.29,44.7,181,0,0.09,0.01,0.36,0.26,0.57,0.01,0
4675,Switzerland,1999,1.34,44.2,188.2,0,0.1,0.01,0.43,0.25,0.55,0.01,0
4676,Switzerland,2000,1.31,43.1,182.6,0.01,0.1,0.01,0.39,0.27,0.53,0.01,0
4677,Switzerland,2001,1.4,46.2,193.9,0.01,0.11,0.01,0.44,0.27,0.57,0.01,0
4678,Switzerland,2002,1.3,43.9,179.2,0.01,0.1,0.01,0.37,0.27,0.54,0.01,0
4679,Switzerland,2003,1.29,43.2,176,0.01,0.11,0.01,0.36,0.27,0.53,0.01,0
4680,Switzerland,2004,1.27,43.3,172.2,0.01,0.11,0.01,0.35,0.27,0.52,0.01,0
4681,Switzerland,2005,1.22,44.2,164.2,0.01,0.12,0.01,0.32,0.23,0.53,0.01,0
4682,Switzerland,2006,1.27,45,169.8,0.01,0.11,0.01,0.32,0.27,0.55,0.01,0
4683,Switzerland,2007,1.25,41,166.4,0.01,0.11,0.01,0.36,0.27,0.49,0.01,0
4684,Switzerland,2008,1.3,43.8,169.8,0.01,0.12,0.01,0.36,0.27,0.53,0.01,0
4685,Switzerland,2009,1.29,44.2,167.2,0.01,0.11,0.01,0.36,0.27,0.53,0.02,0
4686,Switzerland,2010,1.26,42.1,161,0.01,0.13,0.01,0.36,0.25,0.5,0.02,0
4687,Switzerland,2011,1.2,40.1,151.1,0.01,0.11,0.02,0.32,0.26,0.48,0.02,0
4688,Switzerland,2012,1.26,41.4,158,0.01,0.12,0.02,0.38,0.24,0.49,0.02,0
4689,Switzerland,2013,1.3,43.6,160.3,0.01,0.13,0.02,0.38,0.25,0.51,0.02,0
4690,Switzerland,2014,1.24,38.7,151.1,0.01,0.11,0.02,0.37,0.26,0.46,0.03,0
4691,Switzerland,2015,1.21,39.5,146.1,0.01,0.12,0.02,0.37,0.22,0.47,0.03,0
4692,Switzerland,2016,1.14,38,135.9,0,0.13,0.02,0.33,0.2,0.44,0.04,0
4693,Switzerland,2017,1.14,38.8,135,0,0.13,0.02,0.33,0.19,0.45,0.04,0
4694,Switzerland,2018,1.16,37.2,136.1,0,0.12,0.02,0.33,0.22,0.43,0.05,0
4695,Switzerland,2019,1.21,38.1,141,0,0.12,0.02,0.36,0.23,0.44,0.05,0
4696,Switzerland,2020,1.11,32.7,128.8,0,0.12,0.02,0.35,0.21,0.37,0.06,0
4697,Switzerland,2021,1.08,33.4,123.7,0,0.13,0.02,0.34,0.17,0.37,0.06,0
4698,Switzerland,2022,1.05,32.9,120.1,0,0.11,0.03,0.3,0.21,0.38,0.07,0
4699,Taiwan,1965,0.25,18.8,19.4,0.12,0.01,0,0.03,0,0.09,0,0
4700,Taiwan,1966,0.27,20,20.1,0.12,0.01,0,0.03,0,0.11,0,0
4701,Taiwan,1967,0.3,21.8,21.3,0.13,0.01,0,0.03,0,0.13,0,0
4702,Taiwan,1968,0.34,23.9,23.8,0.13,0.02,0,0.04,0,0.15,0,0
4703,Taiwan,1969,0.36,25.2,24.4,0.12,0.02,0,0.03,0,0.19,0,0
4704,Taiwan,1970,0.39,27.6,25.9,0.11,0.02,0,0.03,0,0.22,0,0
4705,Taiwan,1971,0.49,33.9,31.8,0.1,0.04,0,0.03,0,0.31,0,0
4706,Taiwan,1972,0.52,35.3,33.3,0.1,0.05,0,0.04,0,0.34,0,0
4707,Taiwan,1973,0.61,41.5,38.1,0.09,0.05,0,0.04,0,0.43,0,0
4708,Taiwan,1974,0.58,38.6,35.8,0.09,0.06,0,0.05,0,0.39,0,0
4709,Taiwan,1975,0.64,41.8,38.7,0.08,0.06,0,0.06,0,0.45,0,0
4710,Taiwan,1976,0.78,52.2,46.3,0.08,0.07,0,0.05,0,0.58,0,0
4711,Taiwan,1977,0.86,57.1,49.9,0.1,0.08,0,0.04,0,0.64,0,0
4712,Taiwan,1978,1.01,65.3,57.9,0.11,0.07,0,0.05,0.03,0.75,0,0
4713,Taiwan,1979,1.07,67.7,60.4,0.14,0.07,0,0.05,0.06,0.75,0,0
4714,Taiwan,1980,1.13,73.6,62.6,0.16,0.07,0,0.03,0.08,0.78,0,0
4715,Taiwan,1981,1.06,64.8,57.7,0.15,0.06,0,0.05,0.11,0.69,0,0
4716,Taiwan,1982,1.18,67.8,63.4,0.17,0.05,0,0.05,0.13,0.78,0,0
4717,Taiwan,1983,1.31,72.7,69,0.23,0.05,0,0.05,0.19,0.78,0,0
4718,Taiwan,1984,1.37,74.7,71,0.27,0.05,0,0.05,0.25,0.75,0,0
4719,Taiwan,1985,1.43,73.7,73.3,0.29,0.04,0,0.06,0.29,0.74,0,0
4720,Taiwan,1986,1.56,85.5,78.8,0.35,0.04,0,0.07,0.28,0.83,0,0
4721,Taiwan,1987,1.69,90.6,84.3,0.38,0.04,0,0.06,0.34,0.87,0,0
4722,Taiwan,1988,1.86,106.8,92.1,0.44,0.05,0,0.05,0.31,1.01,0,0
4723,Taiwan,1989,1.98,116.8,96.8,0.46,0.05,0,0.05,0.29,1.13,0,0
4724,Taiwan,1990,2.1,120.1,102.2,0.45,0.08,0,0.07,0.34,1.17,0,0
4725,Taiwan,1991,2.23,128.4,107.1,0.5,0.11,0,0.04,0.36,1.21,0,0
4726,Taiwan,1992,2.36,138.3,112.8,0.57,0.11,0,0.07,0.35,1.26,0,0
4727,Taiwan,1993,2.5,149.7,118.4,0.64,0.12,0,0.04,0.35,1.34,0,0
4728,Taiwan,1994,2.65,158.5,124.6,0.67,0.14,0,0.05,0.36,1.43,0,0
4729,Taiwan,1995,2.82,169,131.5,0.69,0.16,0,0.05,0.36,1.56,0,0
4730,Taiwan,1996,2.94,176.7,135.9,0.78,0.16,0.01,0.05,0.39,1.56,0.01,0
4731,Taiwan,1997,3.11,191.9,142.9,0.89,0.19,0.01,0.06,0.37,1.6,0.01,0
4732,Taiwan,1998,3.3,204,150.5,0.97,0.22,0.01,0.07,0.38,1.66,0.01,0
4733,Taiwan,1999,3.45,214.8,156.4,1,0.23,0.01,0.05,0.39,1.78,0.01,0
4734,Taiwan,2000,3.67,231.5,165.3,1.18,0.24,0.01,0.05,0.39,1.8,0.01,0
4735,Taiwan,2001,3.78,229.1,169.4,1.23,0.26,0.02,0.05,0.36,1.86,0.02,0
4736,Taiwan,2002,3.95,239.7,175.7,1.34,0.29,0.02,0.03,0.4,1.87,0.02,0
4737,Taiwan,2003,4.13,249,182.6,1.43,0.3,0.02,0.03,0.39,1.95,0.02,0
4738,Taiwan,2004,4.3,258.9,189.4,1.48,0.37,0.02,0.03,0.39,2,0.02,0
4739,Taiwan,2005,4.36,264.2,191.1,1.51,0.37,0.02,0.04,0.4,2.01,0.02,0
4740,Taiwan,2006,4.47,273.3,195.5,1.59,0.4,0.02,0.04,0.39,2.03,0.02,0
4741,Taiwan,2007,4.66,275.2,203.1,1.66,0.42,0.02,0.04,0.4,2.1,0.03,0
4742,Taiwan,2008,4.51,262,195.9,1.59,0.46,0.02,0.04,0.4,1.99,0.03,0.01
4743,Taiwan,2009,4.39,248.5,190.3,1.52,0.45,0.02,0.04,0.4,1.95,0.03,0.01
4744,Taiwan,2010,4.7,268.1,203.7,1.63,0.56,0.02,0.04,0.4,2.04,0.03,0.01
4745,Taiwan,2011,4.68,273.1,202.2,1.69,0.61,0.02,0.04,0.4,1.9,0.04,0.01
4746,Taiwan,2012,4.64,266.9,199.6,1.65,0.64,0.02,0.06,0.38,1.86,0.04,0.01
4747,Taiwan,2013,4.74,268.5,203,1.68,0.65,0.02,0.05,0.39,1.92,0.04,0.02
4748,Taiwan,2014,4.84,275.4,206.7,1.7,0.68,0.02,0.04,0.4,1.98,0.04,0.01
4749,Taiwan,2015,4.84,275.7,205.7,1.65,0.73,0.02,0.04,0.34,2.03,0.05,0.01
4750,Taiwan,2016,4.87,280.9,206.4,1.67,0.75,0.02,0.06,0.29,2.04,0.05,0.01
4751,Taiwan,2017,4.86,286.9,205.5,1.7,0.84,0.02,0.05,0.21,2.02,0.05,0.02
4752,Taiwan,2018,4.93,284.8,207.7,1.7,0.85,0.02,0.04,0.25,2.01,0.06,0.02
4753,Taiwan,2019,4.84,279.3,203.6,1.67,0.84,0.02,0.05,0.29,1.91,0.08,0.02
4754,Taiwan,2020,4.7,265.7,197.5,1.56,0.9,0.02,0.03,0.29,1.83,0.1,0.02
4755,Taiwan,2021,4.98,280.2,208.8,1.68,0.98,0.02,0.03,0.25,1.92,0.12,0.02
4756,Taiwan,2022,4.78,272.4,200.2,1.58,1.01,0.02,0.05,0.21,1.77,0.16,0.03
4757,Thailand,1965,0.11,7.4,3.6,0,0,0,0.01,0,0.1,0,0
4758,Thailand,1966,0.13,8.7,4.1,0,0,0,0.01,0,0.12,0,0
4759,Thailand,1967,0.15,9.9,4.6,0,0,0,0.01,0,0.13,0,0
4760,Thailand,1968,0.19,13,5.7,0.01,0,0,0.01,0,0.17,0,0
4761,Thailand,1969,0.2,14.1,5.8,0.01,0,0,0.01,0,0.19,0,0
4762,Thailand,1970,0.24,16.3,6.8,0.01,0,0,0.02,0,0.22,0,0
4763,Thailand,1971,0.27,17.9,7.3,0,0,0,0.02,0,0.24,0,0
4764,Thailand,1972,0.33,22.3,8.6,0,0,0,0.02,0,0.3,0,0
4765,Thailand,1973,0.35,23.6,8.9,0,0,0,0.02,0,0.32,0,0
4766,Thailand,1974,0.36,24.3,9,0.01,0,0,0.03,0,0.33,0,0
4767,Thailand,1975,0.4,26.1,9.7,0.01,0,0,0.04,0,0.35,0,0
4768,Thailand,1976,0.42,27.6,10,0.01,0,0,0.04,0,0.37,0,0
4769,Thailand,1977,0.46,30.9,10.7,0.01,0,0,0.03,0,0.42,0,0
4770,Thailand,1978,0.49,34.1,11.2,0.01,0,0,0.02,0,0.46,0,0
4771,Thailand,1979,0.52,35.6,11.7,0.02,0,0,0.03,0,0.47,0,0
4772,Thailand,1980,0.52,37.4,11.4,0.02,0,0,0.01,0,0.49,0,0
4773,Thailand,1981,0.53,36.1,11.3,0.02,0.01,0,0.03,0,0.46,0,0
4774,Thailand,1982,0.54,35.7,11.3,0.03,0.05,0,0.04,0,0.42,0,0
4775,Thailand,1983,0.59,39.3,12.1,0.03,0.06,0,0.04,0,0.47,0,0
4776,Thailand,1984,0.66,43.3,13.2,0.03,0.09,0,0.04,0,0.49,0,0
4777,Thailand,1985,0.69,46.1,13.5,0.07,0.12,0,0.04,0,0.46,0,0
4778,Thailand,1986,0.73,47.8,14.1,0.07,0.13,0,0.06,0,0.48,0,0
4779,Thailand,1987,0.83,56.4,15.9,0.09,0.17,0,0.04,0,0.52,0,0
4780,Thailand,1988,0.94,63.8,17.5,0.1,0.21,0,0.04,0,0.59,0,0
4781,Thailand,1989,1.08,74,20,0.12,0.2,0,0.06,0,0.71,0,0
4782,Thailand,1990,1.27,89.4,23.1,0.16,0.22,0,0.05,0,0.84,0,0
4783,Thailand,1991,1.41,99.1,25.1,0.19,0.27,0,0.05,0,0.9,0,0
4784,Thailand,1992,1.54,108.7,27,0.2,0.29,0,0.04,0,1,0,0
4785,Thailand,1993,1.75,122.5,30.2,0.23,0.33,0,0.04,0,1.15,0,0
4786,Thailand,1994,1.96,137.3,33.5,0.26,0.37,0,0.05,0,1.28,0,0
4787,Thailand,1995,2.22,154.1,37.3,0.3,0.38,0,0.07,0,1.46,0,0
4788,Thailand,1996,2.51,172,41.6,0.37,0.44,0,0.08,0,1.62,0,0
4789,Thailand,1997,2.64,178.8,43.3,0.38,0.56,0,0.08,0,1.63,0,0
4790,Thailand,1998,2.43,162.5,39.4,0.3,0.59,0,0.05,0,1.48,0,0
4791,Thailand,1999,2.58,168.6,41.3,0.32,0.66,0.01,0.04,0,1.55,0.01,0
4792,Thailand,2000,2.67,169.7,42.4,0.33,0.76,0.01,0.06,0,1.51,0.01,0
4793,Thailand,2001,2.82,176.7,44.3,0.37,0.88,0.01,0.07,0,1.49,0.01,0
4794,Thailand,2002,3.05,187.9,47.5,0.39,0.96,0.01,0.08,0,1.61,0.01,0
4795,Thailand,2003,3.28,197.3,50.7,0.4,1.02,0.01,0.08,0,1.77,0.01,0
4796,Thailand,2004,3.56,216.2,54.6,0.45,1.07,0.02,0.06,0,1.96,0.02,0
4797,Thailand,2005,3.68,223.9,55.9,0.49,1.15,0.02,0.06,0,1.95,0.03,0
4798,Thailand,2006,3.76,225.8,56.6,0.52,1.19,0.02,0.08,0,1.94,0.03,0
4799,Thailand,2007,3.89,234.5,58.1,0.58,1.27,0.03,0.08,0,1.92,0.03,0
4800,Thailand,2008,3.88,235.8,57.7,0.63,1.33,0.02,0.07,0,1.81,0.05,0
4801,Thailand,2009,3.99,235.9,58.8,0.63,1.37,0.03,0.07,0,1.86,0.06,0
4802,Thailand,2010,4.25,248.8,62.3,0.65,1.56,0.04,0.05,0,1.93,0.07,0
4803,Thailand,2011,4.36,249.3,63.5,0.66,1.6,0.05,0.08,0,1.96,0.08,0
4804,Thailand,2012,4.68,266.7,67.7,0.69,1.75,0.05,0.08,0,2.06,0.1,0
4805,Thailand,2013,4.71,265.8,67.7,0.68,1.76,0.06,0.05,0,2.09,0.13,0
4806,Thailand,2014,4.86,273.7,69.5,0.75,1.8,0.08,0.05,0,2.1,0.16,0
4807,Thailand,2015,4.98,281.1,70.8,0.73,1.83,0.08,0.04,0,2.19,0.18,0
4808,Thailand,2016,5.08,286.8,71.9,0.75,1.82,0.1,0.03,0,2.27,0.21,0
4809,Thailand,2017,5.17,287.5,73,0.75,1.8,0.11,0.04,0,2.33,0.24,0.01
4810,Thailand,2018,5.33,293.2,75,0.8,1.8,0.13,0.07,0,2.38,0.28,0.02
4811,Thailand,2019,5.34,288.4,74.9,0.71,1.83,0.14,0.06,0,2.41,0.32,0.03
4812,Thailand,2020,4.97,273.1,69.5,0.76,1.69,0.14,0.04,0,2.16,0.31,0.03
4813,Thailand,2021,5.01,270.3,69.9,0.78,1.69,0.15,0.04,0,2.17,0.32,0.03
4814,Thailand,2022,5.06,275.3,70.6,0.71,1.6,0.16,0.06,0,2.39,0.31,0.03
4815,Total Africa,1965,2.58,198.2,8,1.16,0.03,0,0.15,0,1.23,0,0
4816,Total Africa,1966,2.7,205.9,8.2,1.16,0.04,0,0.17,0,1.33,0,0
4817,Total Africa,1967,2.73,206.4,8.1,1.19,0.04,0,0.17,0,1.33,0,0
4818,Total Africa,1968,2.88,216.2,8.3,1.24,0.04,0,0.2,0,1.41,0,0
4819,Total Africa,1969,2.96,219.1,8.3,1.25,0.05,0,0.24,0,1.43,0,0
4820,Total Africa,1970,3.21,233.8,8.8,1.3,0.06,0,0.29,0,1.57,0,0
4821,Total Africa,1971,3.43,252.5,9.1,1.38,0.07,0,0.28,0,1.71,0,0
4822,Total Africa,1972,3.63,263.3,9.4,1.38,0.09,0,0.32,0,1.84,0,0
4823,Total Africa,1973,3.93,284.2,9.9,1.47,0.14,0,0.33,0,1.98,0,0
4824,Total Africa,1974,4.13,296.1,10.2,1.53,0.16,0,0.38,0,2.05,0,0
4825,Total Africa,1975,4.37,313.3,10.5,1.62,0.19,0,0.4,0,2.15,0,0
4826,Total Africa,1976,4.75,338.7,11.1,1.73,0.22,0,0.44,0,2.35,0,0
4827,Total Africa,1977,5.01,353.6,11.3,1.77,0.25,0,0.49,0,2.5,0,0
4828,Total Africa,1978,5.2,364.7,11.4,1.72,0.35,0,0.49,0,2.64,0,0
4829,Total Africa,1979,5.67,392.2,12.1,1.83,0.54,0,0.53,0,2.78,0,0
4830,Total Africa,1980,6.09,427.2,12.7,1.96,0.67,0,0.51,0,2.95,0,0
4831,Total Africa,1981,6.84,483.1,13.8,2.29,0.82,0,0.53,0,3.19,0,0
4832,Total Africa,1982,7.29,523.5,14.3,2.52,0.89,0,0.53,0,3.34,0,0
4833,Total Africa,1983,7.5,544.7,14.3,2.57,0.98,0,0.48,0,3.47,0,0
4834,Total Africa,1984,7.73,561.9,14.3,2.75,0.94,0,0.47,0.04,3.54,0,0
4835,Total Africa,1985,8.05,581.3,14.5,2.83,1,0,0.53,0.05,3.63,0,0
4836,Total Africa,1986,8.21,587.4,14.4,2.9,1.13,0.01,0.54,0.09,3.54,0.01,0
4837,Total Africa,1987,8.48,609.7,14.4,2.98,1.16,0.01,0.52,0.06,3.74,0.01,0
4838,Total Africa,1988,9.07,647.7,15,3.2,1.29,0.01,0.57,0.11,3.89,0.01,0
4839,Total Africa,1989,9.09,637.8,14.6,3.01,1.34,0.01,0.6,0.11,4.02,0.01,0
4840,Total Africa,1990,9.39,658.3,14.7,3.16,1.44,0.01,0.61,0.09,4.09,0.01,0
4841,Total Africa,1991,9.38,650.7,14.3,3.07,1.45,0.01,0.65,0.09,4.11,0.01,0
4842,Total Africa,1992,9.52,668.4,14.2,3.09,1.52,0.01,0.62,0.09,4.19,0.01,0
4843,Total Africa,1993,9.54,673.5,13.9,3.14,1.49,0.01,0.6,0.07,4.23,0.01,0
4844,Total Africa,1994,9.87,694.6,14,3.22,1.55,0.01,0.61,0.1,4.37,0.01,0
4845,Total Africa,1995,10.27,718.1,14.2,3.32,1.66,0.01,0.64,0.12,4.52,0.01,0
4846,Total Africa,1996,10.53,735.7,14.2,3.37,1.74,0.01,0.66,0.12,4.62,0.01,0
4847,Total Africa,1997,10.75,752,14.1,3.45,1.71,0.02,0.68,0.13,4.77,0.02,0
4848,Total Africa,1998,10.92,758.1,14,3.37,1.8,0.02,0.71,0.14,4.88,0.02,0
4849,Total Africa,1999,11.25,779.1,14.1,3.48,1.81,0.02,0.75,0.13,5.06,0.02,0
4850,Total Africa,2000,11.5,792.4,14,3.47,2,0.03,0.8,0.13,5.07,0.03,0
4851,Total Africa,2001,11.92,810.6,14.2,3.51,2.28,0.03,0.86,0.11,5.12,0.03,0
4852,Total Africa,2002,12.07,817.9,14,3.36,2.41,0.03,0.89,0.12,5.24,0.03,0
4853,Total Africa,2003,12.65,861.7,14.3,3.66,2.56,0.03,0.86,0.13,5.4,0.04,0.01
4854,Total Africa,2004,13.59,932.7,15,4.03,2.82,0.03,0.9,0.13,5.66,0.04,0.01
4855,Total Africa,2005,13.63,935.1,14.7,3.74,2.91,0.03,0.92,0.11,5.91,0.04,0.01
4856,Total Africa,2006,13.89,953.5,14.6,3.79,3.04,0.04,0.94,0.1,5.97,0.05,0.01
4857,Total Africa,2007,14.42,985.9,14.8,3.86,3.24,0.04,0.97,0.11,6.19,0.05,0.01
4858,Total Africa,2008,15.28,1051,15.3,4.25,3.37,0.04,0.98,0.13,6.5,0.05,0.01
4859,Total Africa,2009,15.54,1065.8,15.1,4.23,3.39,0.04,1,0.12,6.74,0.06,0.02
4860,Total Africa,2010,16.02,1094.4,15.2,4.2,3.53,0.04,1.08,0.13,7.02,0.07,0.02
4861,Total Africa,2011,16.15,1099.7,14.9,4.13,3.82,0.04,1.1,0.12,6.9,0.08,0.02
4862,Total Africa,2012,16.8,1136.8,15.1,4.03,4.13,0.05,1.1,0.12,7.33,0.08,0.02
4863,Total Africa,2013,17.27,1167.4,15.1,4.07,4.21,0.05,1.15,0.13,7.6,0.09,0.04
4864,Total Africa,2014,17.74,1196.4,15.2,4.26,4.33,0.06,1.21,0.13,7.68,0.13,0.05
